Search Topic,Title,Authors,Year,Citations,Abstract,Publication Info,URL
Gemini AI,… of Artificial Intelligence Platforms in Answering Dental Caries Multiple-Choice Questions: A Comparative Study of ChatGPT and Google Gemini Language …,"AA Azhari, WM Ahmed, A Alhamadani, A Alfaraj…",2026,0,"… to assess ChatGPT and Gemini responses to MCQs about … As cutting-edge AI language models, ChatGPT and Gemini … large language models (LLMs), ChatGPT and Google Gemini, on …","AA Azhari, WM Ahmed, A Alhamadani, A Alfaraj… - Dentistry Journal, 2026 - mdpi.com",https://www.mdpi.com/2304-6767/14/2/72
Global Lock/Pandemic,Disruptions and resilience in global container shipping and ports: the COVID-19 pandemic versus the 2008–2009 financial crisis,"T Notteboom, T Pallis…",2021,676,"… the world (ie, China), it remains to be seen whether the pandemic may recreate financial crisis … the impacts of the financial crisis and the COVID-19 pandemic on container shipping and …","T Notteboom, T Pallis… - Maritime Economics & …, 2021 - pmc.ncbi.nlm.nih.gov",https://pmc.ncbi.nlm.nih.gov/articles/PMC7781181/
Global Lock/Pandemic,"Global financial crisis, smart lockdown strategies, and the COVID-19 spillover impacts: A global perspective implications from Southeast Asia","C Wang, D Wang, J Abbas, K Duan…",2021,298,… pandemic has caused a severe crisis of healthcare facilities and economic challenges worldwide. … The outbreak of the COVID-19 epidemic has caused a global health emergency. The …,"C Wang, D Wang, J Abbas, K Duan… - Frontiers in psychiatry, 2021 - frontiersin.org",https://www.frontiersin.org/journals/psychiatry/articles/10.3389/fpsyt.2021.643783/full
Global Lock/Pandemic,A comparative analysis of COVID-19 and global financial crises: evidence from US economy,"Z Li, P Farmanesh, D Kirikkaleli, R Itani",2022,188,"… of the global financial crisis, and the COVID-19 pandemic on … compare the global financial crisis and COVID-19 pandemic, in … The country should end the lockdown and introduce smart …","Z Li, P Farmanesh, D Kirikkaleli, R Itani - Economic Research …, 2022 - hrcak.srce.hr",https://hrcak.srce.hr/file/435953
Global Lock/Pandemic,The determinants of bootstrap financing in crises: evidence from entrepreneurial ventures in the COVID-19 pandemic,"JH Block, C Fisch, M Hirschmann",2021,171,"… Plain English Summary Economic downturns or crises often lead to financial distress for … is used during crises, we investigate how it was used during the COVID-19 crisis. Our study …","JH Block, C Fisch, M Hirschmann - Small Business Economics, 2021 - pmc.ncbi.nlm.nih.gov",https://pmc.ncbi.nlm.nih.gov/articles/PMC7829328/
Global Lock/Pandemic,Global economic and financial effects of 21st century pandemics and epidemics,"C Ma, JH Rogers, S Zhou",2020,167,"As worldwide deaths attributed to the COVID-19 pandemic approach 100,000, while the … real economic activity and financial markets are equally funereal. Amid lock downs and shelter …","C Ma, JH Rogers, S Zhou - Covid Economics, 2020 - iris.unito.it",https://iris.unito.it/retrieve/handle/2318/1811676/837652/CovidEconomics5.pdf#page=60
Global Lock/Pandemic,The Corona crash: How the pandemic will change capitalism,G Blakeley,2020,98,"… further waves of the virus that will require a recommencement of lock- … Global North like the US, the UK and Ireland have managed to avoid a financial crisis as a result of the pandemic - …",G Blakeley - 2020 - books.google.com,https://books.google.com/books?hl=en&lr=&id=YBUAEAAAQBAJ&oi=fnd&pg=PR7&dq=Global+Lock+financial+crisis+pandemic&ots=lwLwPt_OmF&sig=dKmkbl_aAvMkf579OtFLjs9sWUU
Global Lock/Pandemic,"The COVID-19 financial crisis, global financial instabilities and transformations in the financial system",J Wullweber,2020,47,"… financial crisis induced by the COVID-19 outbreak was not an unpredictable black swan event in an otherwise stable system, and demonstrates that where the financial … -19 pandemic, …","J Wullweber - Global Financial Instabilities and Transformations in …, 2020 - papers.ssrn.com",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3688453
Global Lock/Pandemic,"Covid-19 global, pandemic impact on world economy","MF Sattar, S Khanum, A Nawaz, MM Ashfaq…",2020,26,"… baht, which shaped fright and caused an economic recession and financial crisis in Asia. … whole world lock down instead of some basic good producing factories. According to (Horowit, …","MF Sattar, S Khanum, A Nawaz, MM Ashfaq… - Technium Soc. Sci …, 2020 - HeinOnline",https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/techssj11&section=19
Global Lock/Pandemic,The Great Lockdown vs. The Great Depression and the 2008 Global Financial Crisis,A Sogani,2020,13,"… rigorously battle the pandemic and respond with stringent quarantine and containment efforts, we are seeing a significant disruption of supply chains which has worldwide ripple effects. …","A Sogani - E-International Relations, 2020 - e-ir.info",https://www.e-ir.info/2020/07/02/the-great-lockdown-vs-the-great-depression-and-the-2008-global-financial-crisis/
Global Lock/Pandemic,"The Pandemic Crisis Shows that the World Remains Trapped in a'Global Doom Loop'of Financial Instability, Rising Debt Levels, and Escalating Bailouts",AE Wilmarth,2021,7,"… banks, and capital markets are locked together in a dangerous web of … pandemic financial crisis confirms that we have failed to address the root causes of the global financial crisis …","AE Wilmarth - Rising Debt Levels, and Escalating Bailouts (August …, 2021 - papers.ssrn.com",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3901967
Gotthard Base Tunnel,Main long-term policy impacts of the Gotthard base tunnel construction on cross-border land consumption and transformation,Z Tello-Toapanta,2022,3,"The Gotthard transalpine base tunnel is located in Switzerland, it is considered the longest in the world. The purpose of this research is to detect the main effects of long-term policies on …","Z Tello-Toapanta - Case Studies on Transport Policy, 2022 - Elsevier",https://www.sciencedirect.com/science/article/pii/S2213624X22001808
Gotthard Base Tunnel,Case 12: Gotthard Base Tunnel (GBT),BR Kumar,2022,1,… 35 mile) twin bore Gotthard base tunnel provides a high speed rail link under the Swiss Alps … The funding for the financing of public transport infrastructure was approximately 30 billion …,"BR Kumar - Project Finance: Structuring, Valuation and Risk …, 2022 - Springer",https://link.springer.com/chapter/10.1007/978-3-030-96725-3_16
Gotthard Base Tunnel,The Effects of the Saint Gotthard Base Tunnel System on the Transformation of Cross-Border Land and Its Contribution to a More Circular Economy,ZET Toapanta,2022,0,"… To identify the impact of this infrastructure on the cross-border territory between Switzerland and Italy, it is proposed to carry out a comparative analysis with the Lyon-Turin base tunnel (…",ZET Toapanta - 2022 - researchgate.net,https://www.researchgate.net/profile/Zaira-Tello-Toapanta/publication/361246598_The_effects_of_the_San_Gottardo_Base_Tunnel_System_on_the_transformation_of_cross-border_land_and_its_contribution_to_a_more_circular_economy/links/651a87091e2386049defe988/The-effects-of-the-San-Gottardo-Base-Tunnel-System-on-the-transformation-of-cross-border-land-and-its-contribution-to-a-more-circular-economy.pdf
Gotthard Base Tunnel,Tunnel System on the Transformation of,ZET Toapanta,2022,0,"… circular economy and will be significantly superior with respect to axis 1, influenced by the Swiss policies applied in the long term in the construction of the Saint Gotthard base tunnel. …","ZET Toapanta - … , Sustainable Urban Planning and Infrastructure, 2022 - books.google.com",https://books.google.com/books?hl=en&lr=&id=Dt2VEAAAQBAJ&oi=fnd&pg=PA22&dq=Gotthard+Base+Tunnel+Switzerland+infrastructure&ots=wBNq74nsU3&sig=6NOgnFgw3tVsFgjlMOpu4aB5epE
Grosvenor Family,"Accumulation by dispossession: Land grabs, enclosure and trespass",C Webster,2023,4,"… wealth to the patronage of William the Conqueror, including amongst others the Grosvenor family, … The origins of their wealth rest on a land grab through force of arms whereby 4,000 …","C Webster - Rich crime, poor crime: Inequality and the rule of law, 2023 - emerald.com",https://www.emerald.com/insight/content/doi/10.1108/978-1-83909-822-220230003/full/html
Grosvenor Family,GROSVENOR PROPERTY UK,K Scanlon,2023,0,"… The new social impact and community strategy introduced by Grosvenor's UK property … be measured, and looks at how property companies and governments are using indicators …",K Scanlon - 2023 - lse.ac.uk,https://www.lse.ac.uk/geography-and-environment/research/lse-london/documents/Reports/LSE-London-Research-Report-2023-FINAL.pdf
Grosvenor Family,"The Grosvenors in Shrewsbury, 1837-43: 19th Century Kinship and Adolescence via Microhistory's Evidential Paradigm",KC Lydon,2024,0,"… book entries for the Grosvenor children sources closely, … any money Brigham owed him. “By boarding niece Harriet H. … of any Massachusetts land records for Charles Grosvenor at any …",KC Lydon - 2024 - search.proquest.com,https://search.proquest.com/openview/07fe6513acbc386ccf990c61318f1044/1?pq-origsite=gscholar&cbl=18750&diss=y
Group of Thirty (G30),How to make sense of the crisis of the international economic system: the emergence of the Group of Thirty and the debate on inflation (1978–81),R Ventresca,2025,5,"… the Group of Thirty (G30, 1978), which is an economic policy … evolution of the international economic and monetary system … Group was a private forum of nearly 20 academics, bankers, …","R Ventresca - European Review of History: Revue européenne d' …, 2025 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/13507486.2024.2404016
Hearst Family,Beyond the Bias: The Hegemony of Corporatizing Journalism,D Cummings,2024,3,"… media arm. Sinclair has become a New Media Baron, modeled after William Randolph Hearst … In 2017, the FCC denied a merger of Sinclair with Tribune Media Company. The merger …","D Cummings - Handbook of Applied Journalism: Theory and Practice, 2024 - Springer",https://link.springer.com/chapter/10.1007/978-3-031-48739-2_31
Hearst Family,Reel or Unreal History: Hearst Newsreels and the Production of the News,J Johnson,2020,0,"… , Hearst editorials, and the practices of competing newsreel companies, this project argues Hearst applied his journalistic … showYbusiness industry and the Hearst media conglomerate. …",J Johnson - 2020 - search.proquest.com,https://search.proquest.com/openview/efe8ff8588914d9de93a5b1f34c9b26e/1.pdf?pq-origsite=gscholar&cbl=18750&diss=y
Inter-Alpha Group of Banks,An early form of European champions? Banking clubs between European integration and global banking (1960s–1990s),A Drach,2024,17,"… -1970s, most large European commercial banks created European banking clubs, which … Besides, Inter-Alpha was set up between 1971 and 1972 by a group of shareholding banks in …","A Drach - Business History, 2024 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/00076791.2021.2025220
Inter-Alpha Group of Banks,Secretome proteomics-based targeting of inter-alpha-trypsin inhibitor heavy chain H2 (ITIH2) and clusterin (Clu) mitigates p53 amyloid–mediated tumorigenesis in …,"S Sengupta, A Khan, T Dutta, A Bhattacharya…",2026,0,"Oral cancer, a major form of head and neck cancer (HNC), remains clinically challenging due to its aggressiveness, and therapeutic resistance. Tumor microenvironment (TME) is one of …","S Sengupta, A Khan, T Dutta, A Bhattacharya… - 2026 - researchsquare.com",https://www.researchsquare.com/article/rs-8727350/latest
Investor AB / Wallenberg,The Wallenberg family of Sweden: Sustainable business development since 1856,"S Jack, M Nordqvist",2021,6,"… Wallenberg family’s industrial holding companies. For instance, according to the official communication from the publicly listed Investor AB: … ” and offers a way to invest in the future. We …","S Jack, M Nordqvist - … family firms' sustainable development …, 2021 - elgaronline.com",https://www.elgaronline.com/abstract/edcoll/9781789904413/9781789904413.00021.xml
Investor AB / Wallenberg,"Markus Wallenberg Jr.: financian, manufacturer, public man",AB Gekht,2022,0,"… prominent Swedish businessman and banker, Marcus Wallenberg Jr. As a representative of … Wallenberg Jr. was able to transfer the management of the family empire into the hands of …","AB Gekht - Izvestiya of Samara Scientific Center of the …, 2022 - journals.eco-vector.com",https://journals.eco-vector.com/2658-4816/article/view/569163
Investor AB / Wallenberg,"The Firm, the Bank, and the Family: Military Intelligence and the Wallenbergs in Sweden's Cold War",R Westerberg,2025,0,"… This article analyzes the Wallenberg family’s central role within Sweden’s neutralityindustrial … in 1946, and Jacob then became chairman of the family’s investment company, Investor. …","R Westerberg - Enterprise & Society, 2025 - cambridge.org",https://www.cambridge.org/core/journals/enterprise-and-society/article/firm-the-bank-and-the-family-military-intelligence-and-the-wallenbergs-in-swedens-cold-war/9C2EABB38292FB04D6D6DD788E42D753
JPMorgan Chase,Analysis of the Business Strategy in the Banking Industry: A Case Study of JPMorgan Chase & Co,Z Lyu,2025,0,"… Morgan Bank, which Morgan and John Pierpont Morgan established back in 1799. Morgan Bank's early specialty lay in the US capital markets… is causing considerable risk to its business…","Z Lyu - Journal of Education, Humanities and Social Sciences, 2025 - drpehss.com",http://drpehss.com/index.php/ojs/article/view/59
JPMorgan Chase,Application of scenario analysis in Market Risk Management of Commercial Banks: International Practice and Case Studies,C Jun,2025,0,"… financial markets, and increased geopolitical uncertainty, the market risks faced by commercial banks … As one of the world's largest financial services companies, JP Morgan Chase's risk …","C Jun - Publisher. agency: Proceedings of the 11th …, 2025 - researchgate.net",https://www.researchgate.net/profile/Lale-Allahverdiyeva/publication/399811233_165-610-PB/links/6969d04eabecff2489ec0577/165-610-PB.pdf#page=458
JPMorgan Chase,JP Morgan Chase Strategic Analysis,C Swartzbaugh,2024,0,"… Interest rates, stock markets, bond markets, and inflation are all critical components to the … Outside of financial risks JP Morgan Chase is also facing operational risks due to staffing …",C Swartzbaugh - 2024 - digitalcommons.unl.edu,https://digitalcommons.unl.edu/honorstheses/719/
Jeffrey Epstein,"Jeffrey Epstein: Pedophiles, prosecutors, and power",BB Cook,2023,5,"… , and elite prosecutors conferred upon Epstein epitomizes the … victims and victims become villains: the old-boy network … have used to charge Epstein with federal sex trafficking-had there …","BB Cook - J. Gender Race & Just., 2023 - HeinOnline",https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/jgrj26&section=13
Jeffrey Epstein,TrafficKing: The Jeffrey Epstein Case,C Sarnoff,2020,2,"… DC Our mission is to help stop child sex trafficking and our dream is for ATRVT to live on … was seemingly able to create a well-structured trafficking network that sourced, transferred and …",C Sarnoff - 2020 - books.google.com,https://books.google.com/books?hl=en&lr=&id=uBu4DwAAQBAJ&oi=fnd&pg=PA1984&dq=Jeffrey+Epstein+sex+trafficking+network+elite&ots=HvtfvYS6Qv&sig=gvynx0dmbjD9y2PLj5I14EJuLKs
Jeffrey Epstein,Combatting Global Sex Trafficking: The United Nations as a Powerless Entity or an Untapped Resource?,KM Lennox,2021,1,"… Within the global network of trafficking, the United Nations classifies countries as … in sex trafficking. In response to the discovery that Jeffrey Epstein had been facilitating a sex trafficking …","KM Lennox - Penn St. JL & Int'l Aff., 2021 - HeinOnline",https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/pensalfaw10&section=22
Jeffrey Epstein,Elite Sex Trafficking as a Crime of the Powerful: A Comparative Case Study of Jeffrey Epstein and Peter Nygard's Alleged Trafficking Enterprises,T Volscho,2025,0,"… trafficking is to access and supply victims to the head (capo trafficante) of the organization. … alleged elite sex trafficking enterprises (Jeffrey Epstein and Peter Nygard), I show how sexual …","T Volscho - Deviant Behavior, 2025 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/01639625.2025.2507337
Jeffrey Epstein,Mediating Justice in Sex Trafficking: A closer look to media representations and discourses about the sex trade in the context of the Epstein case,M de la Huerga Alonso,2020,0,"… survivors were made against Jeffrey Epstein and his then … , while protected by his elite impunity. Consequently and most … understand sex trafficking as part of a broader ongoing network (…",M de la Huerga Alonso - 2020 - diva-portal.org,https://www.diva-portal.org/smash/record.jsf?pid=diva2:1447605
Jeffrey Epstein,SOCIAL NETWORK ANALYSIS OF JEFFREY EPSTEIN AND OTHER ELITE OFFENDERS'FACILITATION NETWORKS THROUGH A PSYCHOPOSSESSION …,L Pokorny,2026,0,… network analysis (SNA) to investigate the structural characteristics of elite offender facilitation networks … The application of SNA to human trafficking networks has produced particularly …,L Pokorny - 2026 - researchgate.net,https://www.researchgate.net/profile/Laszlo-Pokorny/publication/401279101_SOCIAL_NETWORK_ANALYSIS_OF_JEFFREY_EPSTEIN_AND_OTHER_ELITE_OFFENDERS'_FACILITATION_NETWORKS_THROUGH_A_PSYCHOPOSSESSION_LENS/links/69a10f43d03ed378c94b5732/SOCIAL-NETWORK-ANALYSIS-OF-JEFFREY-EPSTEIN-AND-OTHER-ELITE-OFFENDERS-FACILITATION-NETWORKS-THROUGH-A-PSYCHOPOSSESSION-LENS.pdf
Jeffrey Epstein,"… ANALYSIS OF VICTIM RECRUITMENT NETWORKS, COERCIVE CONTROL MECHANISMS, AND VICTIM-PERPETRATOR DYNAMICS IN THE EPSTEIN …",L Pokorny,2025,0,"… dynamics within the Jeffrey Epstein sex trafficking enterprise. … research questions concerning recruitment network structures, … academic literature regarding elite trafficking networks, the …",L Pokorny - 2025 - researchgate.net,https://www.researchgate.net/profile/Laszlo-Pokorny/publication/399015686_THE_PYRAMID_OF_EXPLOITATION_FORENSIC_ANALYSIS_OF_VICTIM_RECRUITMENT_NETWORKS_COERCIVE_CONTROL_MECHANISMS_AND_VICTIM-PERPETRATOR_DYNAMICS_IN_THE_EPSTEIN_ENTERPRISE/links/694b27dd7e61d05b5311fc32/THE-PYRAMID-OF-EXPLOITATION-FORENSIC-ANALYSIS-OF-VICTIM-RECRUITMENT-NETWORKS-COERCIVE-CONTROL-MECHANISMS-AND-VICTIM-PERPETRATOR-DYNAMICS-IN-THE-EPSTEIN-ENTERPRISE.pdf
Jeffrey Epstein,Alienation and Activism: Pursuing Justice in the Human Trafficking Cases of Cyntoia Brown and Jeffrey Epstein,P Javidan,2020,0,… while Jeffrey Epstein’s case clarifies the nexus between the elite and the traffic in human beings for commercial and sexual … Despite the FBI investigation yielding “a sprawling network of …,"P Javidan - De Lege, 2020 - journals.uu.se",https://journals.uu.se/DeLege/article/download/449/406
Jeffrey Epstein,"Jeffrey Epstein: Pedophiles, Prosecutors, and Power",B Bong Cook,2023,0,"… , and elite prosecutors conferred upon Epstein epitomizes the … victims and victims become villains: the old-boy network … have used to charge Epstein with federal sex trafficking-had there …",B Bong Cook - 2023 - lawecommons.luc.edu,https://lawecommons.luc.edu/facpubs/742/
Klaus Schwab,"Stakeholder capitalism: A global economy that works for progress, people and planet",K Schwab,2021,535,"Reimagining our global economy so it becomes more sustainable and prosperous for all Our global economic system is broken. But we can replace the current picture of global upheaval, unsustainability, and uncertainty with one of an economy that works for all people, and the planet. First, we must eliminate rising income inequality within societies where productivity and wage growth has slowed. Second, we must reduce the dampening effect of monopoly market power wielded by large corporations on innovation and productivity gains …",K Schwab - 2021 - books.google.com,https://books.google.com/books?hl=en&lr=&id=0OQSEAAAQBAJ&oi=fnd&pg=PR1&dq=Klaus+Schwab+World+Economic+Forum+stakeholder+capitalism&ots=qAkCRb4SeF&sig=zEjYvK5TJquCoalpLvuCnXozrhs
Lex Mercatoria,International commercial contracts: autonomy and regulation in a dynamic system of merchant law,"A Hutchison, F Myburgh",2020,1,… 4 Research handbook on international commercial contracts on the question of merchant private … We mentioned the lex mercatoria as a source of this type of commercial law narrative. …,"A Hutchison, F Myburgh - … Handbook on International Commercial …, 2020 - elgaronline.com",https://www.elgaronline.com/edcollchap/edcoll/9781788971058/9781788971058.00005.xml
Li Ka-shing,Comparative Political-Economic Perspective: Hong Kong as a Capitalist State,BCH Fong,2024,0,"… For example, Li Ka-shing had developed intricate business … the largest “red chip companies” in Hong Kong’s stock market in … facilitated Li Ka-shing in expanding his business empire in …","BCH Fong - Hong Kong Politics: A Comparative Introduction, 2024 - Springer",https://link.springer.com/chapter/10.1007/978-981-13-7960-4_6
Lockheed Martin Skunk Works,Skunk works: A personal memoir of my years at Lockheed,"L Janos, BR Rich",2025,18,… Our forte was building a small number of very technologically advanced airplanes for highly secret missions. What came off our drawing boards provided key strategic and technological …,"L Janos, BR Rich - 2025 - books.google.com",https://books.google.com/books?hl=en&lr=&id=NyU3EQAAQBAJ&oi=fnd&pg=PT7&dq=Lockheed+Martin+Skunk+Works+advanced+aircraft&ots=T5A4ckTL3B&sig=aWiLp7qy8EImb_01LDTxywpvDuc
Lockheed Martin Skunk Works,CD BootCamp: A Unique Approach to Conceptual Design New-Hire Training at Lockheed Martin Skunk Works,JM Walton,2020,1,"… the Advanced Development Programs (The Skunk Works®) Conceptual Design department at Lockheed Martin … of new aircraft as back then. Now, if back then consisted of hundreds of …","JM Walton - AIAA Scitech 2020 Forum, 2020 - arc.aiaa.org",https://arc.aiaa.org/doi/abs/10.2514/6.2020-1774
Lockheed Martin Skunk Works,75 Years of the Lockheed Martin Skunk Works,JC Goodall,2021,0,"… For more than 75 years Lockheed Martin Skunk Works® has been doing what it does best, … amazing aircraft and advanced technology solutions. Just the name Skunk Works conjures up …",JC Goodall - 2021 - books.google.com,https://books.google.com/books?hl=en&lr=&id=JKwmEAAAQBAJ&oi=fnd&pg=PP1&dq=Lockheed+Martin+Skunk+Works+advanced+aircraft&ots=ErgXRPSxN7&sig=0TG0-cufy2F1I6NrsQFfwMD5NyY
Lockheed Martin Skunk Works,75 Years of the Lockheed Martin Skunk Works,SD Ellis,2022,0,"… This book will be excellent reading for any aviation history … with the legendary director of the Skunk Works, Ben Rich. This … past 75 years worked for Lockheed and Lockheed Martin. This …","SD Ellis - Air Power History, 2022 - search.proquest.com",https://search.proquest.com/openview/516bf61e5ae4df616ad271407bbe1c08/1?pq-origsite=gscholar&cbl=779
Mars Family,"Mars, Incorporated: Progressive Leadership for the Long Term","MF Clark, T Bibbs",2022,0,"… : Mars Wrigley, their candy division; Mars Petcare; Mars Food… a century in business, Mars remains a privately held, family-… This was a very deliberate decision by the Mars family, who …","MF Clark, T Bibbs - 2022 - mariaclarkportfolio.com",https://www.mariaclarkportfolio.com/s/LEAD500_LeadershipStrategicAnalysis_ClarkMaria.pdf
Morgan Family,Post‐financial crisis changes in financial system structure: an examination of the JP Morgan & Co. Syndicates after the 1907 Panic,"MT Rodgers, JE Payne",2020,4,"… syndicates at JP Morgan & Co., we study only those syndicates in which Morgan was lead … 13Note that we do not use the term “relationship banking” to refer to Morgan holding equity …","MT Rodgers, JE Payne - Review of Financial Economics, 2020 - Wiley Online Library",https://onlinelibrary.wiley.com/doi/abs/10.1002/rfe.1084
Morgan Family,The Morgan Lineage in US Financial History,JS Gordon,2021,1,"… with the Philadelphia banker Anthony Drexel to form Drexel, Morgan & Co. After his father's death in 1890, JP Morgan reorganized the Morgan banking interests as JP Morgan and Co. …","JS Gordon - American Bankers Association. ABA Banking …, 2021 - search.proquest.com",https://search.proquest.com/openview/3035cfb13c2b6092c20b30a554272bc0/1?pq-origsite=gscholar&cbl=47754
NRO,Technological wonder and strategic vulnerability: satellite reconnaissance and American national security during the cold war,A Bateman,2020,19,… Every Cold War National Reconnaissance Office (NRO) director (except for Dr. Richard … development’ but that the National Reconnaissance Program can provide significant support to …,"A Bateman - International Journal of Intelligence and …, 2020 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/08850607.2019.1703926
NRO,Secret partners: the national reconnaissance office and the intelligence-industrial-academic complex,A Bateman,2023,6,"… the intelligence gathered by reconnaissance satellites and … , and intelligence agencies working on satellite reconnaissance … satellite reconnaissance infrastructure managed by the NRO. …","A Bateman - Intelligence and National Security, 2023 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/02684527.2023.2219013
NSA,"The US intelligence community, global security, and AI: From secret intelligence to smart spying","CR Moran, J Burton, G Christou",2023,54,"… agencies like the CIA and the National Security Agency (NSA) have long been ciphers upon … security, conflict prevention, and cyber security. We note that the impact of AI on intelligence …","CR Moran, J Burton, G Christou - Journal of Global Security …, 2023 - academic.oup.com",https://academic.oup.com/jogss/article-pdf/doi/10.1093/jogss/ogad005/50016719/ogad005.pdf
NSA,The intelligence technology and big eye secrets: Navigating the complex world of cybersecurity and espionage,KM Kareem,2023,3,"… ) is one of the most powerful intelligence agencies in the world, responsible for collecting and analyzing foreign signals intelligence and protecting US government communications and …",KM Kareem - 2023 - books.google.com,https://books.google.com/books?hl=en&lr=&id=FKa9EAAAQBAJ&oi=fnd&pg=PR2&dq=NSA+surveillance+signals+intelligence+cybersecurity&ots=KYa0KAOHLO&sig=PYrhyoJUPeHrcWNy7UPpJdp-bwg
NSA,National security agency (nsa),D Tewksbury,2022,3,"… to be one of signal intelligence – mediated, signal-based … intelligence, which is the domain of the Central Intelligence Agency (CIA) and other governmental agencies. Thought the NSA’…","D Tewksbury - Encyclopedia of Big Data, 2022 - Springer",https://link.springer.com/content/pdf/10.1007/978-3-319-32010-6_143.pdf
Newhouse Family,Conde Nast Knows Faded Glory Is Not in Style.,K Robertson,2021,2,"… ,"" said Steven Newhouse, the chairman of Condé Nast's parent company, Advance Publications, and a member of the billionaire family that has owned Advance for nearly 100 years. …","K Robertson - International New York Times, 2021 - go.gale.com",https://go.gale.com/ps/i.do?id=GALE%7CA685866608&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=22699740&p=AONE&sw=w
Newhouse Family,Conde Nast Is Facing An Era's End,B Smith,2020,0,"… still shaped by the legacy of the Newhouse family, which had turned a … publishing house. The company drifted through the internet age until the death of the magnate SI Newhouse in …","B Smith - The New York Times, 2020 - go.gale.com",https://go.gale.com/ps/i.do?id=GALE%7CA622053304&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=03624331&p=HRCA&sw=w
Newhouse Family,Magazine,J Jarvis,2023,0,"… or the Economist or the women's magazines of Condé Nast and Hearst in the day—were instead products of an editorial dairy farm where writers' raw milk was skimmed of its cream, …",J Jarvis - 2023 - books.google.com,https://books.google.com/books?hl=en&lr=&id=hMHREAAAQBAJ&oi=fnd&pg=PR5&dq=Newhouse+family+media+publishing+Cond%C3%A9+Nast&ots=LcpAtmh2Ym&sig=uUu77W3p2AkQ0v7Ji0uvDSdmgNQ
Newhouse Family,Magazine publishing in a global world,A Blake,2021,0,"… : as we have seen, Condé Nast Traveller has several such … (Hello!), owned by Spanish family publisher Sanchez Junco, … owned by UK publishing house Kelsey Media, publishes in …","A Blake - Innovations in Magazine Publishing, 2021 - taylorfrancis.com",https://www.taylorfrancis.com/chapters/edit/10.4324/9780429321368-7/magazine-publishing-global-world-andrew-blake
Pritzker Family,Enhancing enterprise family social capital through family governance: An identity perspective,"M de Groot, O Mihalache…",2022,32,"… For instance, consider the multibillion-dollar Pritzker family empire, which was started from scratch in … office or had a family philanthropic foundation. The detailed operationalization of all …","M de Groot, O Mihalache… - Family Business Review, 2022 - journals.sagepub.com",https://journals.sagepub.com/doi/abs/10.1177/08944865221105334
Pritzker Family,The workplace social performance of family firms: a configurational approach,"G Samara, MJ Parada, R Fathallah",2023,12,"… In contrast, the Hyatt hotel chain is considered one of the top employers in the … Pritzker, the Hyatt chairman and a family business owner, always stresses that the culture at his company …","G Samara, MJ Parada, R Fathallah - Management Research Review, 2023 - emerald.com",https://www.emerald.com/mrr/article-abstract/46/2/268/300976
Pritzker Family,The Billionaire Family Pushing Synthetic Sex Identities (SSI),J Bilek,2022,5,"… JB Pritzker, and philanthropist Jennifer Pritzker, appear to have used a family philanthropic … , whose fortune originated in the Hyatt hotel chain, and their philanthropy directed toward …","J Bilek - Tablet, 2022 - twpter.com",https://twpter.com/users/WarPriest/feed/2023-0802-1908-0704-f-WarPriest.pdf
Pritzker Family,Examining Succession Planning Practices in Nonprofit Organizations with A Lens on Internal Successors,M Hyatt,2025,0,The exodus of tenured leaders in nonprofit organizations facing retirement creates an opportunity for new and emerging leaders to fill the executive leadership seat. This qualitative …,M Hyatt - 2025 - search.proquest.com,https://search.proquest.com/openview/4870924fa925dbdf3c229ca8fcce38fa/1?pq-origsite=gscholar&cbl=18750&diss=y
Pritzker Family,Strategies for Success: How Family-Owned Hotel Businesses Navigate Challenges and Thrive in the Modern Hospitality Industry,P Bonney,2025,0,"… For example, the Pritzker family owns the Global Hyatt brand, while Marriott International was founded by the Marriott family and remains under their leadership. Although ownership has …",P Bonney - 2025 - search.proquest.com,https://search.proquest.com/openview/3a37c7a1bd494ca1f2703caccbced053/1?pq-origsite=gscholar&cbl=18750&diss=y
Project Maven,Machine learning and the platformization of the military: A study of google's machine learning platform TensorFlow,M Hoijtink…,2022,80,"… military has sought to replicate. While to date, actual details about the role of Google and TensorFlow in Project Maven … kindles the flame front for artificial intelligence across the rest of …","M Hoijtink… - International Political …, 2022 - academic.oup.com",https://academic.oup.com/ips/article-pdf/doi/10.1093/ips/olab036/44050339/olab036.pdf
